number	type	direction	days	stop|Ny Ellebjerg|0.0|0	stop|Vigerslev Allé|1.1|0	stop|Danshøj|1.8|0	stop|Ålholm|2.6|0	stop|KB Hallen|3.3|0	stop|Flintholm|4.3|0	stop|Grøndal|5.5|0	stop|Fuglebakken|6.4|0	stop|Nørrebro|7.4|0	stop|Bispebjerg|8.0|0	stop|Ryparken|9.7|0	stop|Hellerup|11.7|0
117028136	F	N	MTWRFSU	13:36	13:38	13:39	13:40	13:42	13:43	13:45	13:46	13:48	13:49	13:51	13:54
117028135	F	N	MTWRFSU	13:56	13:58	13:59	14:00	14:02	14:03	14:05	14:06	14:08	14:09	14:11	14:14
117028134	F	N	MTWRFSU	14:16	14:18	14:19	14:20	14:22	14:23	14:25	14:26	14:28	14:29	14:31	14:34
117028133	F	N	MTWRFSU	14:36	14:38	14:39	14:40	14:42	14:43	14:45	14:46	14:48	14:49	14:51	14:54
117028132	F	N	MTWRFSU	14:56	14:58	14:59	15:00	15:02	15:03	15:05	15:06	15:08	15:09	15:11	15:14
117028131	F	N	MTWRFSU	15:16	15:18	15:19	15:20	15:22	15:23	15:25	15:26	15:28	15:29	15:31	15:34
117028130	F	N	MTWRFSU	15:36	15:38	15:39	15:40	15:42	15:43	15:45	15:46	15:48	15:49	15:51	15:54
117028129	F	N	MTWRFSU	15:56	15:58	15:59	16:00	16:02	16:03	16:05	16:06	16:08	16:09	16:11	16:14
117028128	F	N	MTWRFSU	16:16	16:18	16:19	16:20	16:22	16:23	16:25	16:26	16:28	16:29	16:31	16:34
117028127	F	N	MTWRFSU	16:36	16:38	16:39	16:40	16:42	16:43	16:45	16:46	16:48	16:49	16:51	16:54
117028126	F	N	MTWRFSU	16:56	16:58	16:59	17:00	17:02	17:03	17:05	17:06	17:08	17:09	17:11	17:14
117028125	F	N	MTWRFSU	17:16	17:18	17:19	17:20	17:22	17:23	17:25	17:26	17:28	17:29	17:31	17:34
117028124	F	N	MTWRFSU	17:36	17:38	17:39	17:40	17:42	17:43	17:45	17:46	17:48	17:49	17:51	17:54
117028123	F	N	MTWRFSU	17:56	17:58	17:59	18:00	18:02	18:03	18:05	18:06	18:08	18:09	18:11	18:14
117028122	F	N	MTWRFSU	18:16	18:18	18:19	18:20	18:22	18:23	18:25	18:26	18:28	18:29	18:31	18:34
117028121	F	N	MTWRFSU	18:36	18:38	18:39	18:40	18:42	18:43	18:45	18:46	18:48	18:49	18:51	18:54
117028120	F	N	MTWRFSU	18:56	18:58	18:59	19:00	19:02	19:03	19:05	19:06	19:08	19:09	19:11	19:14
117028119	F	N	MTWRFSU	19:16	19:18	19:19	19:20	19:22	19:23	19:25	19:26	19:28	19:29	19:31	19:34
117028118	F	N	MTWRFSU	19:36	19:38	19:39	19:40	19:42	19:43	19:45	19:46	19:48	19:49	19:51	19:54
117028117	F	N	MTWRFSU	19:56	19:58	19:59	20:00	20:02	20:03	20:05	20:06	20:08	20:09	20:11	20:14
117028116	F	N	MTWRFSU	20:16	20:18	20:19	20:20	20:22	20:23	20:25	20:26	20:28	20:29	20:31	20:34
117028115	F	N	MTWRFSU	20:36	20:38	20:39	20:40	20:42	20:43	20:45	20:46	20:48	20:49	20:51	20:54
117028114	F	N	MTWRFSU	20:56	20:58	20:59	21:00	21:02	21:03	21:05	21:06	21:08	21:09	21:11	21:14
117028113	F	N	MTWRFSU	21:16	21:18	21:19	21:20	21:22	21:23	21:25	21:26	21:28	21:29	21:31	21:34
117028112	F	N	MTWRFSU	21:36	21:38	21:39	21:40	21:42	21:43	21:45	21:46	21:48	21:49	21:51	21:54
117028111	F	N	MTWRFSU	21:56	21:58	21:59	22:00	22:02	22:03	22:05	22:06	22:08	22:09	22:11	22:14
117028110	F	N	MTWRFSU	22:16	22:18	22:19	22:20	22:22	22:23	22:25	22:26	22:28	22:29	22:31	22:34
117028109	F	N	MTWRFSU	22:36	22:38	22:39	22:40	22:42	22:43	22:45	22:46	22:48	22:49	22:51	22:54
117028108	F	N	MTWRFSU	22:56	22:58	22:59	23:00	23:02	23:03	23:05	23:06	23:08	23:09	23:11	23:14
117028107	F	N	MTWRFSU	23:16	23:18	23:19	23:20	23:22	23:23	23:25	23:26	23:28	23:29	23:31	23:34
117028106	F	N	MTWRFSU	23:36	23:38	23:39	23:40	23:42	23:43	23:45	23:46	23:48	23:49	23:51	23:54
117028105	F	N	MTWRF	06:51	06:53	06:54	06:55	06:57	06:58	07:00	07:01	07:03	07:04	07:06	07:09
117028104	F	N	MTWRF	07:11	07:13	07:14	07:15	07:17	07:18	07:20	07:21	07:23	07:24	07:26	07:29
117028103	F	N	MTWRF	07:31	07:33	07:34	07:35	07:37	07:38	07:40	07:41	07:43	07:44	07:46	07:49
117028102	F	N	MTWRF	07:51	07:53	07:54	07:55	07:57	07:58	08:00	08:01	08:03	08:04	08:06	08:09
117028101	F	N	MTWRF	08:11	08:13	08:14	08:15	08:17	08:18	08:20	08:21	08:23	08:24	08:26	08:29
117028100	F	N	MTWRF	08:31	08:33	08:34	08:35	08:37	08:38	08:40	08:41	08:43	08:44	08:46	08:49
117028099	F	N	MTWRF	08:51	08:53	08:54	08:55	08:57	08:58	09:00	09:01	09:03	09:04	09:06	09:09
117028098	F	N	MTWRF	09:11	09:13	09:14	09:15	09:17	09:18	09:20	09:21	09:23	09:24	09:26	09:29
117028097	F	N	MTWRF	09:31	09:33	09:34	09:35	09:37	09:38	09:40	09:41	09:43	09:44	09:46	09:49
117028096	F	N	MTWRF	09:51	09:53	09:54	09:55	09:57	09:58	10:00	10:01	10:03	10:04	10:06	10:09
117028095	F	N	MTWRF	10:11	10:13	10:14	10:15	10:17	10:18	10:20	10:21	10:23	10:24	10:26	10:29
117028094	F	N	MTWRF	10:31	10:33	10:34	10:35	10:37	10:38	10:40	10:41	10:43	10:44	10:46	10:49
117028093	F	N	MTWRF	10:51	10:53	10:54	10:55	10:57	10:58	11:00	11:01	11:03	11:04	11:06	11:09
117028092	F	N	MTWRF	11:11	11:13	11:14	11:15	11:17	11:18	11:20	11:21	11:23	11:24	11:26	11:29
117028091	F	N	MTWRF	11:31	11:33	11:34	11:35	11:37	11:38	11:40	11:41	11:43	11:44	11:46	11:49
117028090	F	N	MTWRF	11:51	11:53	11:54	11:55	11:57	11:58	12:00	12:01	12:03	12:04	12:06	12:09
117028089	F	N	MTWRF	12:11	12:13	12:14	12:15	12:17	12:18	12:20	12:21	12:23	12:24	12:26	12:29
117028088	F	N	MTWRF	12:31	12:33	12:34	12:35	12:37	12:38	12:40	12:41	12:43	12:44	12:46	12:49
117028087	F	N	MTWRF	12:51	12:53	12:54	12:55	12:57	12:58	13:00	13:01	13:03	13:04	13:06	13:09
117028086	F	N	MTWRF	13:11	13:13	13:14	13:15	13:17	13:18	13:20	13:21	13:23	13:24	13:26	13:29
117028085	F	N	MTWRF	13:31	13:33	13:34	13:35	13:37	13:38	13:40	13:41	13:43	13:44	13:46	13:49
117028084	F	N	MTWRF	13:51	13:53	13:54	13:55	13:57	13:58	14:00	14:01	14:03	14:04	14:06	14:09
117028083	F	N	MTWRF	14:11	14:13	14:14	14:15	14:17	14:18	14:20	14:21	14:23	14:24	14:26	14:29
117028082	F	N	MTWRF	14:31	14:33	14:34	14:35	14:37	14:38	14:40	14:41	14:43	14:44	14:46	14:49
117028081	F	N	MTWRF	14:51	14:53	14:54	14:55	14:57	14:58	15:00	15:01	15:03	15:04	15:06	15:09
117028080	F	N	MTWRF	15:11	15:13	15:14	15:15	15:17	15:18	15:20	15:21	15:23	15:24	15:26	15:29
117028079	F	N	MTWRF	15:31	15:33	15:34	15:35	15:37	15:38	15:40	15:41	15:43	15:44	15:46	15:49
117028078	F	N	MTWRF	15:51	15:53	15:54	15:55	15:57	15:58	16:00	16:01	16:03	16:04	16:06	16:09
117028077	F	N	MTWRF	16:11	16:13	16:14	16:15	16:17	16:18	16:20	16:21	16:23	16:24	16:26	16:29
117028076	F	N	MTWRF	16:31	16:33	16:34	16:35	16:37	16:38	16:40	16:41	16:43	16:44	16:46	16:49
117028075	F	N	MTWRF	16:51	16:53	16:54	16:55	16:57	16:58	17:00	17:01	17:03	17:04	17:06	17:09
117028074	F	N	MTWRF	17:11	17:13	17:14	17:15	17:17	17:18	17:20	17:21	17:23	17:24	17:26	17:29
117028073	F	N	MTWRF	17:31	17:33	17:34	17:35	17:37	17:38	17:40	17:41	17:43	17:44	17:46	17:49
117027918	F	N	MTWRF	17:51	17:53	17:54	17:55	17:57	17:58	18:00	18:01	18:03	18:04	18:06	18:09
117027917	F	N	MTWRF	18:11	18:13	18:14	18:15	18:17	18:18	18:20	18:21	18:23	18:24	18:26	18:29
117027916	F	N	MTWRF	18:31	18:33	18:34	18:35	18:37	18:38	18:40	18:41	18:43	18:44	18:46	18:49
117028072	F	N	MTWRF	07:01	07:03	07:04	07:05	07:07	07:08	07:10	07:11	07:13	07:14	07:16	07:19
117028071	F	N	MTWRF	07:21	07:23	07:24	07:25	07:27	07:28	07:30	07:31	07:33	07:34	07:36	07:39
117028070	F	N	MTWRF	07:41	07:43	07:44	07:45	07:47	07:48	07:50	07:51	07:53	07:54	07:56	07:59
117028069	F	N	MTWRF	08:01	08:03	08:04	08:05	08:07	08:08	08:10	08:11	08:13	08:14	08:16	08:19
117028068	F	N	MTWRF	08:21	08:23	08:24	08:25	08:27	08:28	08:30	08:31	08:33	08:34	08:36	08:39
117028067	F	N	MTWRF	08:41	08:43	08:44	08:45	08:47	08:48	08:50	08:51	08:53	08:54	08:56	08:59
117028066	F	N	MTWRF	09:01	09:03	09:04	09:05	09:07	09:08	09:10	09:11	09:13	09:14	09:16	09:19
117028065	F	N	MTWRF	09:21	09:23	09:24	09:25	09:27	09:28	09:30	09:31	09:33	09:34	09:36	09:39
117028064	F	N	MTWRF	09:41	09:43	09:44	09:45	09:47	09:48	09:50	09:51	09:53	09:54	09:56	09:59
117028063	F	N	MTWRF	10:01	10:03	10:04	10:05	10:07	10:08	10:10	10:11	10:13	10:14	10:16	10:19
117028062	F	N	MTWRF	10:21	10:23	10:24	10:25	10:27	10:28	10:30	10:31	10:33	10:34	10:36	10:39
117028061	F	N	MTWRF	10:41	10:43	10:44	10:45	10:47	10:48	10:50	10:51	10:53	10:54	10:56	10:59
117028060	F	N	MTWRF	11:01	11:03	11:04	11:05	11:07	11:08	11:10	11:11	11:13	11:14	11:16	11:19
117028059	F	N	MTWRF	11:21	11:23	11:24	11:25	11:27	11:28	11:30	11:31	11:33	11:34	11:36	11:39
117028058	F	N	MTWRF	11:41	11:43	11:44	11:45	11:47	11:48	11:50	11:51	11:53	11:54	11:56	11:59
117028057	F	N	MTWRF	12:01	12:03	12:04	12:05	12:07	12:08	12:10	12:11	12:13	12:14	12:16	12:19
117028056	F	N	MTWRF	12:21	12:23	12:24	12:25	12:27	12:28	12:30	12:31	12:33	12:34	12:36	12:39
117028055	F	N	MTWRF	12:41	12:43	12:44	12:45	12:47	12:48	12:50	12:51	12:53	12:54	12:56	12:59
117028054	F	N	MTWRF	13:01	13:03	13:04	13:05	13:07	13:08	13:10	13:11	13:13	13:14	13:16	13:19
117028053	F	N	MTWRF	13:21	13:23	13:24	13:25	13:27	13:28	13:30	13:31	13:33	13:34	13:36	13:39
117028052	F	N	MTWRF	13:41	13:43	13:44	13:45	13:47	13:48	13:50	13:51	13:53	13:54	13:56	13:59
117028051	F	N	MTWRF	14:01	14:03	14:04	14:05	14:07	14:08	14:10	14:11	14:13	14:14	14:16	14:19
117028050	F	N	MTWRF	14:21	14:23	14:24	14:25	14:27	14:28	14:30	14:31	14:33	14:34	14:36	14:39
117028049	F	N	MTWRF	14:41	14:43	14:44	14:45	14:47	14:48	14:50	14:51	14:53	14:54	14:56	14:59
117028048	F	N	MTWRF	15:01	15:03	15:04	15:05	15:07	15:08	15:10	15:11	15:13	15:14	15:16	15:19
117028047	F	N	MTWRF	15:21	15:23	15:24	15:25	15:27	15:28	15:30	15:31	15:33	15:34	15:36	15:39
117028046	F	N	MTWRF	15:41	15:43	15:44	15:45	15:47	15:48	15:50	15:51	15:53	15:54	15:56	15:59
117028045	F	N	MTWRF	16:01	16:03	16:04	16:05	16:07	16:08	16:10	16:11	16:13	16:14	16:16	16:19
117028044	F	N	MTWRF	16:21	16:23	16:24	16:25	16:27	16:28	16:30	16:31	16:33	16:34	16:36	16:39
117028043	F	N	MTWRF	16:41	16:43	16:44	16:45	16:47	16:48	16:50	16:51	16:53	16:54	16:56	16:59
117028042	F	N	MTWRF	17:01	17:03	17:04	17:05	17:07	17:08	17:10	17:11	17:13	17:14	17:16	17:19
117028041	F	N	MTWRF	17:21	17:23	17:24	17:25	17:27	17:28	17:30	17:31	17:33	17:34	17:36	17:39
117028040	F	N	MTWRF	17:41	17:43	17:44	17:45	17:47	17:48	17:50	17:51	17:53	17:54	17:56	17:59
117028039	F	N	MTWRF	18:01	18:03	18:04	18:05	18:07	18:08	18:10	18:11	18:13	18:14	18:16	18:19
117028038	F	N	MTWRF	18:21	18:23	18:24	18:25	18:27	18:28	18:30	18:31	18:33	18:34	18:36	18:39
